forecast_date,target_date,forecast_1day,forecast_5day,actual_1day,actual_5day
2025-09-25,2025-09-29,22.377999208260263,22.2650184147747,21.68,22.58
2025-09-26,2025-09-30,22.377999208260263,22.2650184147747,22.54,22.86
2025-09-27,2025-10-01,22.377999208260263,22.2650184147747,21.52,22.06
2025-09-28,2025-10-02,22.377999208260263,22.2650184147747,22.49,21.84
2025-09-29,2025-10-03,22.377999208260263,22.2650184147747,22.58,22.17
2025-09-30,2025-10-04,22.377999208260263,22.2650184147747,22.86,21.8
2025-10-01,2025-10-05,22.377999208260263,22.2650184147747,22.06,22.23
2025-10-02,2025-10-06,22.377999208260263,22.2650184147747,21.84,22.62
2025-10-03,2025-10-07,22.377999208260263,22.2650184147747,22.17,21.2
2025-10-04,2025-10-08,22.377999208260263,22.2650184147747,21.8,21.69
2025-10-05,2025-10-09,22.377999208260263,22.2650184147747,22.23,22.66
2025-10-06,2025-10-10,22.377999208260263,22.2650184147747,22.62,22.41
2025-10-07,2025-10-11,22.377999208260263,22.2650184147747,21.2,22.65
2025-10-08,2025-10-12,22.377999208260263,22.2650184147747,21.69,23.28
2025-10-09,2025-10-13,22.377999208260263,22.2650184147747,22.66,22.3
2025-10-10,2025-10-14,22.377999208260263,22.2650184147747,22.41,20.49
2025-10-11,2025-10-15,22.23848819122198,22.07830807075537,22.65,22.71
2025-10-12,2025-10-16,22.23848819122198,22.07830807075537,23.28,23.18
2025-10-13,2025-10-17,22.23848819122198,22.07830807075537,22.3,21.62
2025-10-14,2025-10-18,22.23848819122198,22.07830807075537,20.49,21.6
2025-10-15,2025-10-19,22.23848819122198,22.07830807075537,22.71,21.42
2025-10-16,2025-10-20,22.23848819122198,22.07830807075537,23.18,22.84
2025-10-17,2025-10-21,22.23848819122198,22.07830807075537,21.62,20.71
2025-10-18,2025-10-22,22.23848819122198,22.07830807075537,21.6,21.92
2025-10-19,2025-10-23,22.23848819122198,22.07830807075537,21.42,22.1
2025-10-20,2025-10-24,22.23848819122198,22.07830807075537,22.84,20.56
2025-10-21,2025-10-25,22.23848819122198,22.07830807075537,20.71,21.08
2025-10-22,2025-10-26,22.23848819122198,22.07830807075537,21.92,21.53
2025-10-23,2025-10-27,22.23848819122198,22.07830807075537,22.1,21.53
2025-10-24,2025-10-28,22.23848819122198,22.07830807075537,20.56,21.53
2025-10-25,2025-10-29,22.23848819122198,22.07830807075537,21.08,21.53
2025-10-26,2025-10-30,22.23848819122198,22.07830807075537,21.53,21.53
2025-10-27,2025-11-10,22.23848819122198,22.07830807075537,21.53,17.6
2025-10-28,2025-11-11,22.23848819122198,22.07830807075537,21.53,17.6
2025-10-29,2025-11-12,22.23848819122198,22.07830807075537,21.53,20.56
2025-10-30,2025-11-13,22.23848819122198,22.07830807075537,21.53,20.26
2025-11-10,2025-11-14,21.609554394841133,21.686281657675288,17.6,22.0
2025-11-11,2025-11-15,21.609554394841133,21.686281657675288,17.6,20.02
2025-11-12,2025-11-16,21.609554394841133,21.686281657675288,20.56,21.48
2025-11-13,2025-11-17,21.609554394841133,21.686281657675288,20.26,21.11
2025-11-14,2025-11-18,21.609554394841133,21.686281657675288,22.0,21.07
2025-11-15,2025-11-19,21.609554394841133,21.686281657675288,20.02,21.17
2025-11-16,2025-11-20,21.609554394841133,21.686281657675288,21.48,20.74
2025-11-17,2025-11-21,21.609554394841133,21.686281657675288,21.11,22.13
2025-11-18,2025-11-22,21.609554394841133,21.686281657675288,21.07,20.67
2025-11-19,2025-11-23,21.609554394841133,21.686281657675288,21.17,21.37
2025-11-20,2025-11-24,21.609554394841133,21.686281657675288,20.74,20.26
2025-11-21,2025-11-25,21.609554394841133,21.686281657675288,22.13,21.06
2025-11-22,2025-11-26,21.609554394841133,21.686281657675288,20.67,21.6
2025-11-23,2025-11-27,21.609554394841133,21.686281657675288,21.37,21.5
2025-11-24,2025-11-28,21.609554394841133,21.686281657675288,20.26,21.08
2025-11-25,2025-11-29,21.609554394841133,21.686281657675288,21.06,20.64
2025-11-26,2025-11-30,21.609554394841133,21.686281657675288,21.6,20.66
