forecast_date,target_date,forecast_1day,forecast_5day,actual_1day,actual_5day
2025-08-14,2025-08-18,145.69726838859916,145.26937195245773,147.23,148.1
2025-08-15,2025-08-19,145.69726838859916,145.26937195245773,143.18,147.22
2025-08-16,2025-08-20,145.69726838859916,145.26937195245773,148.55,148.94
2025-08-17,2025-08-21,145.69726838859916,145.26937195245773,144.77,141.84
2025-08-18,2025-08-22,145.69726838859916,145.26937195245773,148.1,142.83
2025-08-19,2025-08-23,145.69726838859916,145.26937195245773,147.22,144.78
2025-08-20,2025-08-24,145.69726838859916,145.26937195245773,148.94,147.43
2025-08-21,2025-08-25,145.69726838859916,145.26937195245773,141.84,146.64
2025-08-22,2025-08-26,145.69726838859916,145.26937195245773,142.83,147.5
2025-08-23,2025-08-27,145.69726838859916,145.26937195245773,144.78,148.16
2025-08-24,2025-08-28,145.69726838859916,145.26937195245773,147.43,142.56
2025-08-25,2025-08-29,145.69726838859916,145.26937195245773,146.64,148.58
2025-08-26,2025-08-30,145.69726838859916,145.26937195245773,147.5,145.16
2025-08-27,2025-08-31,145.69726838859916,145.26937195245773,148.16,144.75
2025-08-28,2025-09-01,145.69726838859916,145.26937195245773,142.56,148.25
2025-08-29,2025-09-02,145.69726838859916,145.26937195245773,148.58,140.3
2025-08-30,2025-09-03,145.69726838859916,145.26937195245773,145.16,146.21
2025-08-31,2025-09-04,145.69726838859916,145.26937195245773,144.75,145.6
2025-09-01,2025-09-05,145.32440835100397,144.97327965710798,148.25,143.8
2025-09-02,2025-09-06,145.32440835100397,144.97327965710798,140.3,142.05
2025-09-03,2025-09-07,145.32440835100397,144.97327965710798,146.21,144.97
2025-09-04,2025-09-08,145.32440835100397,144.97327965710798,145.6,147.05
2025-09-05,2025-09-09,145.32440835100397,144.97327965710798,143.8,145.59
2025-09-06,2025-09-10,145.32440835100397,144.97327965710798,142.05,140.61
2025-09-07,2025-09-11,145.32440835100397,144.97327965710798,144.97,141.07
2025-09-08,2025-09-12,145.32440835100397,144.97327965710798,147.05,148.65
2025-09-09,2025-09-13,145.32440835100397,144.97327965710798,145.59,145.63
2025-09-10,2025-09-14,145.32440835100397,144.97327965710798,140.61,142.41
2025-09-11,2025-09-15,145.32440835100397,144.97327965710798,141.07,144.02
2025-09-12,2025-09-16,145.32440835100397,144.97327965710798,148.65,144.35
2025-09-13,2025-09-17,145.32440835100397,144.97327965710798,145.63,149.88
2025-09-14,2025-09-18,145.32440835100397,144.97327965710798,142.41,145.04
2025-09-15,2025-09-19,145.32440835100397,144.97327965710798,144.02,140.53
2025-09-16,2025-09-20,145.32440835100397,144.97327965710798,144.35,144.85
2025-09-17,2025-09-21,145.32440835100397,144.97327965710798,149.88,146.51
2025-09-18,2025-09-22,145.32440835100397,144.97327965710798,145.04,145.79
2025-09-19,2025-09-23,145.32440835100397,144.97327965710798,140.53,144.37
2025-09-20,2025-09-24,145.32440835100397,144.97327965710798,144.85,149.61
2025-09-21,2025-09-25,144.18750770753545,144.03166704896813,146.51,145.11
2025-09-22,2025-09-26,144.18750770753545,144.03166704896813,145.79,145.55
2025-09-23,2025-09-27,144.18750770753545,144.03166704896813,144.37,146.54
2025-09-24,2025-09-28,144.18750770753545,144.03166704896813,149.61,143.7
2025-09-25,2025-09-29,144.18750770753545,144.03166704896813,145.11,144.88
2025-09-26,2025-09-30,144.18750770753545,144.03166704896813,145.55,147.33
2025-09-27,2025-10-01,144.18750770753545,144.03166704896813,146.54,143.46
2025-09-28,2025-10-02,144.18750770753545,144.03166704896813,143.7,148.12
2025-09-29,2025-10-03,144.18750770753545,144.03166704896813,144.88,146.44
2025-09-30,2025-10-04,144.18750770753545,144.03166704896813,147.33,148.13
2025-10-01,2025-10-05,144.18750770753545,144.03166704896813,143.46,139.4
2025-10-02,2025-10-06,144.18750770753545,144.03166704896813,148.12,147.04
2025-10-03,2025-10-07,144.18750770753545,144.03166704896813,146.44,141.18
2025-10-04,2025-10-08,144.18750770753545,144.03166704896813,148.13,147.55
2025-10-05,2025-10-09,144.18750770753545,144.03166704896813,139.4,146.17
2025-10-06,2025-10-10,144.18750770753545,144.03166704896813,147.04,140.49
2025-10-07,2025-10-11,144.18750770753545,144.03166704896813,141.18,143.38
2025-10-08,2025-10-12,144.18750770753545,144.03166704896813,147.55,139.73
2025-10-09,2025-10-13,144.18750770753545,144.03166704896813,146.17,139.59
2025-10-10,2025-10-14,144.18750770753545,144.03166704896813,140.49,143.08
2025-10-11,2025-10-15,143.9267986310769,143.82091216635766,143.38,141.11
2025-10-12,2025-10-16,143.9267986310769,143.82091216635766,139.73,146.7
2025-10-13,2025-10-17,143.9267986310769,143.82091216635766,139.59,149.79
2025-10-14,2025-10-18,143.9267986310769,143.82091216635766,143.08,150.41
2025-10-15,2025-10-19,143.9267986310769,143.82091216635766,141.11,152.71
2025-10-16,2025-10-20,143.9267986310769,143.82091216635766,146.7,151.09
2025-10-17,2025-10-21,143.9267986310769,143.82091216635766,149.79,145.38
2025-10-18,2025-10-22,143.9267986310769,143.82091216635766,150.41,148.4
